index,image_name,scale,center_w,center_h,ofd_1_x,ofd_1_y,ofd_2_x,ofd_2_y,bpd_1_x,bpd_1_y,bpd_2_x,bpd_2_y,SubjectID,px_to_mm_rate,Algo,Split
35,Patient01717_Plane3_1_of_3.png,2.37559421157247,320.0,196.0,161,212,559,179,374,358,346,34,1717,0.1388888888888889,AlokaFit,Train
36,Patient01739_Plane3_2_of_3.png,2.19005676069504,320.0,196.0,524,179,158,163,348,21,334,322,1739,0.1470588235294118,AlokaFit,Train
37,Patient00651_Plane3_1_of_1.png,3.91205430645787,568.5,393.5,960,426,285,390,636,145,609,670,651,0.153139356814701,,Train
38,Patient00673_Plane3_1_of_1.png,3.60274079498036,568.5,393.5,883,377,267,293,610,77,540,593,673,0.174672489082969,,Train
39,Patient00697_Plane3_6_of_7.png,4.322033370701,568.5,393.5,209,378,945,321,598,627,555,71,697,0.162689804772234,,Train
40,Patient00789_Plane3_2_of_3.png,2.60937342498946,320.0,196.0,131,192,572,190,353,359,351,23,789,0.1388888888888889,AlokaFit,Train
41,Patient00811_Plane3_1_of_5.png,2.2287569410696,320.0,196.0,524,220,143,192,345,57,323,355,811,0.1136363636363636,AlokaFit,Train
42,Patient00811_Plane3_3_of_5.png,2.3467688514609,320.0,196.0,540,175,151,158,352,12,338,321,811,0.1136363636363636,AlokaFit,Train
43,Patient00821_Plane3_1_of_3.png,3.70326097805746,479.5,330.5,178,331,807,254,522,533,463,52,821,0.180032733224223,,Train
44,Patient00950_Plane3_2_of_5.png,3.75975215487233,479.5,330.5,743,396,119,321,462,105,401,612,950,0.104364326375712,,Train
45,Patient01092_Plane3_1_of_1.png,2.18494587771933,320.0,196.0,536,206,171,170,368,44,340,333,1092,0.1612903225806452,AlokaFit,Train
46,Patient01095_Plane3_2_of_4.png,4.31909628810186,479.5,330.5,117,346,837,267,509,602,444,11,1095,0.142405063291139,,Train
47,Patient01095_Plane3_4_of_4.png,4.084796859056549,479.5,330.5,123,432,824,280,540,665,406,46,1095,0.130970724191063,,Train
48,Patient01129_Plane3_3_of_4.png,2.27606302659288,320.0,196.0,539,235,171,123,402,27,309,331,1129,0.0769230769230769,AlokaFit,Train
49,Patient01186_Plane3_1_of_2.png,2.2693769771877,320.0,196.0,515,216,134,171,342,44,307,343,1186,0.125,AlokaFit,Train
50,Patient01204_Plane3_2_of_3.png,3.30231392256396,479.5,330.5,714,337,160,224,481,62,392,499,1204,0.103448275862069,,Train
51,Patient01210_Plane3_2_of_3.png,2.78706211837457,479.5,330.5,703,466,316,162,651,134,368,494,1210,0.204724409448819,,Train
52,Patient01210_Plane3_3_of_3.png,3.11444905903062,479.5,330.5,685,342,172,247,471,67,387,522,1210,0.204724409448819,,Train
53,Patient01251_Plane3_2_of_2.png,1.74572526401693,320.0,196.0,495,209,199,191,354,79,340,321,1251,0.1515151515151515,AlokaFit,Train
54,Patient01259_Plane3_2_of_2.png,2.36688525663047,320.0,196.0,141,211,536,170,356,358,321,24,1259,0.1063829787234043,AlokaFit,Train
55,Patient01368_Plane3_1_of_1.png,3.61402405938837,479.5,330.5,762,297,149,259,470,35,440,521,1368,0.104166666666667,,Train
56,Patient01499_Plane3_1_of_4.png,3.125675242554,480.5,331.5,335,349,868,276,631,528,572,97,1499,0.127272727272727,,Train
57,Patient01538_Plane3_2_of_3.png,3.176238143276819,480.5,331.5,752,466,253,239,604,129,401,575,1538,0.202020202020202,,Train
58,Patient01591_Plane3_4_of_4.png,1.97199571531943,320.0,196.0,471,177,141,160,313,36,300,301,1591,0.1515151515151515,AlokaFit,Train
59,Patient01606_Plane3_5_of_5.png,2.06706709942937,320.0,196.0,182,217,525,207,358,355,349,69,1606,0.0862068965517241,AlokaFit,Train
60,Patient01609_Plane3_1_of_3.png,1.99859607429293,320.0,196.0,507,201,164,165,349,51,322,315,1609,0.1470588235294118,AlokaFit,Train
61,Patient01727_Plane3_2_of_2.png,1.87123561992919,320.0,196.0,166,197,468,92,361,271,273,18,1727,0.1612903225806452,AlokaFit,Train
62,Patient01728_Plane3_1_of_2.png,2.27548619229299,320.0,196.0,198,193,582,161,402,317,378,36,1728,0.1428571428571428,AlokaFit,Train
63,Patient01759_Plane3_2_of_3.png,3.522468810104609,568.5,393.5,321,378,910,360,623,631,608,107,1759,0.197368421052632,,Train
64,Patient00701_Plane3_1_of_1.png,4.068240691247009,480.5,331.5,115,400,812,328,494,652,434,75,701,0.144508670520231,,Train
65,Patient00813_Plane3_2_of_3.png,2.22937298737634,320.0,196.0,135,215,507,152,347,334,295,33,813,0.1351351351351351,AlokaFit,Train
66,Patient00822_Plane3_1_of_6.png,3.78012755470007,479.5,330.5,223,259,871,242,554,511,540,-10,822,0.0946372239747634,,Train
67,Patient00852_Plane3_1_of_3.png,2.57811339828318,320.0,196.0,536,217,99,183,331,25,304,375,852,0.1388888888888889,AlokaFit,Train
68,Patient00872_Plane3_1_of_2.png,1.92228082346954,320.0,196.0,490,279,208,88,439,50,259,317,872,0.1351351351351351,AlokaFit,Train
69,Patient00891_Plane3_1_of_3.png,2.4289365126751,320.0,196.0,547,211,135,178,353,41,329,348,891,0.1136363636363636,AlokaFit,Train
70,Patient00909_Plane3_2_of_6.png,2.29502680968798,320.0,196.0,136,184,510,153,335,322,310,14,909,0.1351351351351351,AlokaFit,Train
71,Patient00989_Plane3_1_of_1.png,1.92232784384892,320.0,196.0,230,172,558,168,396,307,392,32,989,0.0892857142857142,AlokaFit,Train
72,Patient01008_Plane3_1_of_2.png,2.3930045404786,320.0,196.0,548,188,131,160,350,18,329,330,1008,0.0862068965517241,AlokaFit,Train
73,Patient01061_Plane3_1_of_3.png,2.18666342711132,320.0,196.0,528,196,157,161,356,31,329,325,1061,0.1470588235294118,AlokaFit,Train
74,Patient01078_Plane3_3_of_3.png,2.99519202804035,320.0,196.0,567,196,75,163,334,-7,309,366,1078,0.1063829787234043,AlokaFit,Train
75,Patient01080_Plane3_2_of_3.png,1.7199059772862,320.0,196.0,561,163,266,152,418,45,409,271,1080,0.1,AlokaFit,Train
76,Patient01129_Plane3_4_of_4.png,2.03632459256836,320.0,196.0,183,202,529,197,358,343,354,56,1129,0.0892857142857142,AlokaFit,Train
77,Patient01165_Plane3_1_of_2.png,2.27418400946198,320.0,196.0,172,176,557,154,373,316,356,14,1165,0.0769230769230769,AlokaFit,Train
78,Patient01172_Plane3_1_of_3.png,2.73657548364313,320.0,196.0,113,190,574,181,347,371,340,0,1172,0.1063829787234043,AlokaFit,Train
79,Patient01271_Plane3_12_of_15.png,2.84696904777283,480.5,331.5,608,366,136,277,408,132,336,511,1271,0.121107266435986,,Train
80,Patient01289_Plane3_1_of_2.png,2.3205619494962,320.0,196.0,128,204,523,161,343,338,308,27,1289,0.1515151515151515,AlokaFit,Train
81,Patient01320_Plane3_1_of_2.png,3.71019845039987,479.5,330.5,794,290,162,289,479,52,478,527,1320,0.151273885350318,,Train
82,Patient01332_Plane3_3_of_4.png,2.20438060640177,320.0,196.0,132,171,501,150,325,307,309,14,1332,0.1515151515151515,AlokaFit,Train
83,Patient01373_Plane3_1_of_2.png,2.19350135429631,320.0,196.0,159,237,528,145,381,342,306,40,1373,0.1515151515151515,AlokaFit,Train
84,Patient01477_Plane3_4_of_5.png,3.93675016059943,480.5,331.5,868,325,190,287,543,53,515,558,1477,0.0946969696969697,,Train
85,Patient01609_Plane3_3_of_3.png,2.04745710940672,320.0,196.0,163,208,480,124,360,310,283,22,1609,0.1351351351351351,AlokaFit,Train
86,Patient01630_Plane3_1_of_1.png,1.90190911241004,320.0,196.0,507,211,202,93,403,27,306,278,1630,0.1515151515151515,AlokaFit,Train
87,Patient01675_Plane3_1_of_2.png,1.8904184302127,320.0,196.0,486,175,166,157,333,37,319,295,1675,0.1612903225806452,AlokaFit,Train
88,Patient01697_Plane3_1_of_2.png,2.27504791337496,320.0,196.0,119,199,506,173,323,345,302,28,1697,0.078125,AlokaFit,Train
89,Patient01762_Plane3_2_of_2.png,3.70041859062536,568.5,393.5,233,308,873,308,553,567,553,50,1762,0.180412371134021,,Train
90,Patient01773_Plane3_1_of_2.png,3.16119619970193,479.5,330.5,203,284,736,277,472,490,467,70,1773,0.115606936416185,,Train
91,Patient01776_Plane3_4_of_5.png,3.433732800542891,568.5,393.5,272,404,836,294,601,593,506,106,1776,0.196078431372549,,Train
92,Patient00752_Plane3_3_of_3.png,2.94548142781245,320.0,196.0,89,263,579,123,383,364,285,22,752,0.1020408163265306,AlokaFit,Train
93,Patient00659_Plane3_1_of_1.png,3.141852499972701,568.5,393.5,352,443,863,269,680,572,534,140,659,0.202247191011236,,Train
94,Patient00649_Plane3_1_of_1.png,4.26406681878833,568.5,393.5,912,387,169,340,560,54,521,673,649,0.132743362831858,,Train
95,Patient00746_Plane3_1_of_6.png,4.38119685529204,479.5,330.5,886,441,146,303,570,87,463,658,746,0.0914076782449726,,Train
96,Patient00697_Plane3_7_of_7.png,4.287014607107071,568.5,393.5,909,368,166,364,539,70,536,663,697,0.157342657342657,,Train
97,Patient00739_Plane3_3_of_3.png,1.50099530458408,320.0,196.0,203,196,462,139,355,273,309,62,739,0.1612903225806452,AlokaFit,Train
98,Patient00769_Plane3_2_of_3.png,2.42247940904803,320.0,196.0,545,231,139,167,368,36,316,362,769,0.1428571428571428,AlokaFit,Train
99,Patient00795_Plane3_1_of_2.png,2.482440514872,320.0,196.0,160,203,580,174,381,355,358,21,795,0.1515151515151515,AlokaFit,Train
100,Patient00810_Plane3_1_of_2.png,2.11258927203574,320.0,196.0,515,214,158,156,360,38,312,331,810,0.078125,AlokaFit,Train
101,Patient00867_Plane3_2_of_3.png,1.86410869542668,320.0,196.0,537,181,215,158,385,47,367,292,867,0.1136363636363636,AlokaFit,Train
102,Patient00869_Plane3_1_of_3.png,1.99145599628846,320.0,196.0,169,176,508,175,339,313,338,39,869,0.1136363636363636,AlokaFit,Train
103,Patient00999_Plane3_3_of_4.png,2.95284208978609,479.5,330.5,715,329,225,273,497,62,442,539,999,0.16025641025641,,Train
104,Patient01009_Plane3_1_of_2.png,2.01079531829317,320.0,196.0,605,163,261,153,437,26,429,290,1009,0.0892857142857142,AlokaFit,Train
105,Patient01010_Plane3_3_of_3.png,1.72775998446848,320.0,196.0,271,202,525,57,455,230,340,29,1010,0.1,AlokaFit,Train
106,Patient01026_Plane3_4_of_6.png,3.73220667816579,479.5,330.5,740,355,120,206,489,36,371,525,1026,0.0886524822695035,,Train
107,Patient01140_Plane3_1_of_3.png,2.3795020552506,320.0,196.0,505,195,100,195,303,42,303,348,1140,0.1351351351351351,AlokaFit,Train
108,Patient01140_Plane3_2_of_3.png,2.06804339403478,320.0,196.0,141,158,493,142,323,288,311,13,1140,0.1515151515151515,AlokaFit,Train
109,Patient01187_Plane3_3_of_3.png,1.84941062697258,320.0,196.0,487,289,229,82,446,75,270,296,1187,0.1470588235294118,AlokaFit,Train
110,Patient01188_Plane3_2_of_2.png,1.89867709783189,320.0,196.0,490,161,174,129,344,24,320,266,1188,0.1612903225806452,AlokaFit,Train
111,Patient01271_Plane3_14_of_15.png,3.45136432893165,480.5,331.5,238,247,827,239,536,473,530,13,1271,0.119521912350598,,Train
112,Patient01273_Plane3_1_of_2.png,2.18891447443178,320.0,196.0,537,181,172,151,366,20,342,311,1273,0.125,AlokaFit,Train
113,Patient01327_Plane3_2_of_3.png,2.17359027774736,320.0,196.0,518,234,160,124,384,32,294,326,1327,0.081967213114754,AlokaFit,Train
114,Patient01330_Plane3_1_of_3.png,2.35213905790157,320.0,196.0,164,238,545,132,399,345,310,24,1330,0.1515151515151515,AlokaFit,Train
115,Patient01485_Plane3_4_of_4.png,2.05602694446532,320.0,196.0,228,183,569,174,402,318,395,39,1485,0.0892857142857142,AlokaFit,Train
116,Patient01527_Plane3_2_of_3.png,3.06728896499834,479.5,330.5,719,311,200,287,471,60,449,538,1527,0.168421052631579,,Train
117,Patient01695_Plane3_5_of_5.png,3.49216021970673,568.5,393.5,929,455,346,352,680,161,595,646,1695,0.166163141993958,,Train
118,Patient01715_Plane3_2_of_3.png,2.39563078535164,320.0,196.0,532,222,145,130,374,27,303,325,1715,0.1470588235294118,AlokaFit,Train
119,Patient01729_Plane3_1_of_3.png,2.27381529161223,320.0,196.0,514,230,141,136,364,36,290,330,1729,0.1351351351351351,AlokaFit,Train
120,Patient01741_Plane3_2_of_3.png,2.15851065410205,320.0,196.0,132,282,437,94,375,335,194,42,1741,0.1136363636363636,AlokaFit,Train
121,Patient01741_Plane3_3_of_3.png,2.42121095219468,320.0,196.0,524,279,145,115,401,43,268,351,1741,0.1136363636363636,AlokaFit,Train
122,Patient00875_Plane3_1_of_3.png,2.28665277508259,320.0,196.0,158,203,551,197,357,363,351,37,875,0.081967213114754,AlokaFit,Train
123,Patient00892_Plane3_2_of_3.png,2.19122632132715,320.0,196.0,544,185,172,168,365,32,351,321,892,0.1470588235294118,AlokaFit,Train
124,Patient00911_Plane3_1_of_3.png,2.33721754890326,320.0,196.0,515,207,122,176,332,26,305,357,911,0.1351351351351351,AlokaFit,Train
125,Patient00923_Plane3_1_of_3.png,2.065183254993,320.0,196.0,188,182,540,141,381,300,348,23,923,0.0892857142857142,AlokaFit,Train
126,Patient00926_Plane3_4_of_4.png,1.82556655274805,320.0,196.0,192,154,502,130,357,267,337,16,926,0.1388888888888889,AlokaFit,Train
127,Patient00939_Plane3_1_of_2.png,2.26414358482891,320.0,196.0,128,208,504,127,348,318,284,17,939,0.1351351351351351,AlokaFit,Train
128,Patient00991_Plane3_2_of_2.png,3.52561084236379,479.5,330.5,154,333,747,315,458,579,443,69,991,0.177133655394525,,Train
129,Patient00999_Plane3_1_of_4.png,3.34725932031447,479.5,330.5,775,416,256,151,622,73,408,494,999,0.16025641025641,,Train
130,Patient01073_Plane3_1_of_4.png,3.03985533669425,479.5,330.5,242,377,728,184,568,488,402,72,1073,0.193602693602694,,Train
131,Patient01093_Plane3_2_of_3.png,2.67159270348301,320.0,196.0,581,252,149,147,409,20,321,379,1093,0.1063829787234043,AlokaFit,Train
132,Patient01114_Plane3_1_of_2.png,2.08101009518999,320.0,196.0,508,185,151,173,334,40,325,318,1114,0.131578947368421,AlokaFit,Train
133,Patient01128_Plane3_2_of_3.png,1.41828472692377,320.0,196.0,219,168,457,153,344,258,332,63,1128,0.2083333333333333,AlokaFit,Train
134,Patient01172_Plane3_2_of_3.png,2.68190473484154,320.0,196.0,575,195,118,171,356,-5,336,370,1172,0.1063829787234043,AlokaFit,Train
135,Patient01177_Plane3_1_of_5.png,3.74232842334995,479.5,330.5,813,262,182,256,500,7,496,512,1177,0.102880658436214,,Train
136,Patient01217_Plane3_1_of_2.png,2.41336512650229,320.0,196.0,165,189,566,174,372,336,360,27,1217,0.078125,AlokaFit,Train
137,Patient01285_Plane3_1_of_1.png,3.41673763641615,479.5,330.5,149,438,658,157,535,535,273,61,1285,0.172413793103448,,Train
138,Patient01313_Plane3_1_of_2.png,3.95222998944269,479.5,330.5,211,318,874,264,564,554,521,28,1313,0.0884955752212389,,Train
139,Patient01327_Plane3_1_of_3.png,1.83258619162861,320.0,196.0,213,207,527,160,388,308,351,59,1327,0.1,AlokaFit,Train
140,Patient01328_Plane3_4_of_4.png,2.08202299957647,320.0,196.0,505,198,148,180,334,41,320,337,1328,0.1219512195121951,AlokaFit,Train
141,Patient01418_Plane3_1_of_1.png,3.50378624791019,479.5,330.5,190,288,785,262,499,526,476,23,1418,0.1,,Train
142,Patient01654_Plane3_1_of_1.png,2.33520120048629,320.0,196.0,119,207,516,194,323,371,312,30,1654,0.1515151515151515,AlokaFit,Train
143,Patient01658_Plane3_2_of_2.png,1.42622546044099,320.0,196.0,212,174,450,137,347,260,315,51,1658,0.2083333333333333,AlokaFit,Train
144,Patient01678_Plane3_1_of_8.png,3.3743447766733,480.5,331.5,287,371,867,365,579,591,575,145,1678,0.151162790697674,,Train
145,Patient00746_Plane3_6_of_6.png,3.20597805178243,479.5,330.5,155,372,667,206,481,503,342,75,746,0.103857566765579,,Train
146,Patient00719_Plane3_1_of_2.png,2.45029855978642,320.0,196.0,563,235,149,148,392,20,320,362,719,0.1282051282051282,AlokaFit,Train
147,Patient00893_Plane3_1_of_2.png,2.18563759395779,320.0,196.0,157,193,518,118,370,312,305,-2,893,0.1470588235294118,AlokaFit,Train
148,Patient00854_Plane3_3_of_3.png,2.52618481440336,320.0,196.0,558,179,115,141,350,4,323,316,854,0.078125,AlokaFit,Train
149,Patient00872_Plane3_2_of_2.png,2.25423279719243,320.0,196.0,160,240,527,140,391,363,297,17,872,0.1219512195121951,AlokaFit,Train
150,Patient00794_Plane3_1_of_3.png,2.26219104646684,320.0,196.0,511,228,136,151,352,46,294,333,794,0.1470588235294118,AlokaFit,Train
151,Patient00697_Plane3_4_of_7.png,4.17976396019754,568.5,393.5,251,472,928,204,695,604,484,72,697,0.162689804772234,,Train
152,Patient00868_Plane3_1_of_2.png,1.94302919917372,320.0,196.0,498,208,181,173,354,56,324,325,868,0.1612903225806452,AlokaFit,Train
153,Patient00933_Plane3_2_of_4.png,3.40678676996866,479.5,330.5,723,413,169,241,514,108,378,546,933,0.106837606837607,,Train
154,Patient00950_Plane3_3_of_5.png,3.02109389918966,479.5,330.5,755,330,249,254,532,93,472,491,950,0.131348511383538,,Train
155,Patient01080_Plane3_1_of_3.png,2.15387712810769,320.0,196.0,541,203,175,186,364,53,352,335,1080,0.081967213114754,AlokaFit,Train
156,Patient01167_Plane3_3_of_3.png,2.05324632154834,320.0,196.0,119,181,453,119,310,281,262,19,1167,0.1470588235294118,AlokaFit,Train
157,Patient01215_Plane3_2_of_4.png,2.27002917345866,320.0,196.0,146,223,527,152,366,346,307,29,1215,0.078125,AlokaFit,Train
158,Patient01307_Plane3_1_of_2.png,2.34667273252395,320.0,196.0,523,200,130,151,347,15,306,336,1307,0.1428571428571428,AlokaFit,Train
159,Patient01331_Plane3_3_of_3.png,2.03436296183855,320.0,196.0,161,244,496,188,352,357,305,75,1331,0.1470588235294118,AlokaFit,Train
160,Patient01366_Plane3_2_of_4.png,2.30187617635614,320.0,196.0,551,183,160,166,362,19,348,330,1366,0.1515151515151515,AlokaFit,Train
161,Patient01448_Plane3_1_of_3.png,2.18963846586879,320.0,196.0,164,196,537,165,363,325,339,36,1448,0.2380952380952381,AlokaFit,Train
162,Patient01452_Plane3_1_of_2.png,1.94222398209409,320.0,196.0,178,183,507,158,352,301,333,40,1452,0.0892857142857142,AlokaFit,Train
163,Patient01538_Plane3_3_of_3.png,2.8579760312529,480.5,331.5,184,299,670,276,437,504,417,70,1538,0.218120805369128,,Train
164,Patient01557_Plane3_1_of_4.png,3.73364846091504,479.5,330.5,215,316,854,260,555,527,514,48,1557,0.0966850828729282,,Train
165,Patient01572_Plane3_1_of_2.png,2.4533612018001,320.0,196.0,135,237,553,174,369,372,318,39,1572,0.1388888888888889,AlokaFit,Train
166,Patient01591_Plane3_1_of_4.png,2.47874565818686,320.0,196.0,536,196,106,193,322,19,320,369,1591,0.1136363636363636,AlokaFit,Train
167,Patient00811_Plane3_5_of_5.png,1.62560760090832,320.0,196.0,537,240,296,101,473,71,359,269,811,0.1515151515151515,AlokaFit,Train
168,Patient00856_Plane3_2_of_2.png,2.71499132516052,320.0,196.0,98,257,561,142,370,365,288,34,856,0.1063829787234043,AlokaFit,Train
169,Patient00771_Plane3_1_of_3.png,2.42739301138762,320.0,196.0,523,203,112,180,326,25,308,359,771,0.1428571428571428,AlokaFit,Train
170,Patient00874_Plane3_1_of_2.png,2.09850150349814,320.0,196.0,171,188,527,176,354,331,344,34,874,0.1136363636363636,AlokaFit,Train
171,Patient00750_Plane3_1_of_3.png,2.27206630590377,320.0,196.0,522,199,147,171,347,22,322,349,750,0.1351351351351351,AlokaFit,Train
172,Patient01081_Plane3_2_of_3.png,2.55750784666117,320.0,196.0,125,174,546,155,343,333,328,-4,1081,0.1219512195121951,AlokaFit,Train
173,Patient01113_Plane3_1_of_1.png,2.33295985930942,320.0,196.0,173,181,566,170,374,330,366,20,1113,0.1515151515151515,AlokaFit,Train
174,Patient01216_Plane3_3_of_3.png,2.27297506513771,320.0,196.0,539,207,152,192,353,31,339,367,1216,0.1020408163265306,AlokaFit,Train
175,Patient01229_Plane3_2_of_4.png,3.51928537723231,479.5,330.5,854,245,266,243,561,7,559,481,1229,0.104166666666667,,Train
176,Patient01247_Plane3_2_of_2.png,2.04416868832287,320.0,196.0,475,263,155,107,380,50,249,320,1247,0.1470588235294118,AlokaFit,Train
177,Patient01271_Plane3_8_of_15.png,2.84696904777283,480.5,331.5,608,366,136,277,408,132,336,511,1271,0.121107266435986,,Train
178,Patient01330_Plane3_2_of_3.png,2.18398369234226,320.0,196.0,180,242,529,131,402,335,307,38,1330,0.081967213114754,AlokaFit,Train
179,Patient01364_Plane3_2_of_2.png,2.3741292404819,320.0,196.0,179,197,586,154,400,346,364,5,1364,0.1136363636363636,AlokaFit,Train
180,Patient01452_Plane3_2_of_2.png,2.06475827742934,320.0,196.0,185,156,531,147,362,279,355,23,1452,0.0892857142857142,AlokaFit,Train
181,Patient01513_Plane3_1_of_1.png,2.04788938467126,320.0,196.0,555,187,209,157,395,30,370,315,1513,0.0892857142857142,AlokaFit,Train
182,Patient01545_Plane3_2_of_2.png,1.97813848962643,320.0,196.0,213,187,545,186,379,326,379,47,1545,0.0892857142857142,AlokaFit,Train
183,Patient01578_Plane3_1_of_1.png,3.31507320923005,479.5,330.5,797,326,230,304,523,88,504,543,1578,0.182232346241458,,Train
184,Patient01718_Plane3_2_of_4.png,4.00930286854163,568.5,393.5,925,372,247,284,620,66,552,590,1718,0.0909090909090909,,Train
185,Patient01742_Plane3_1_of_2.png,2.3020696733899,320.0,196.0,128,208,516,173,336,352,307,29,1742,0.078125,AlokaFit,Train
186,Patient01779_Plane3_3_of_4.png,3.58331478739134,568.5,393.5,921,325,317,261,645,52,593,535,1779,0.103092783505155,,Train
187,Patient00926_Plane3_3_of_4.png,1.82660059931097,320.0,196.0,207,184,517,160,372,303,352,41,926,0.1351351351351351,AlokaFit,Train
188,Patient00870_Plane3_4_of_5.png,1.79453389054624,320.0,196.0,207,217,515,206,366,342,356,81,870,0.1136363636363636,AlokaFit,Train
189,Patient00955_Plane3_3_of_3.png,1.9935549347189,320.0,196.0,528,213,194,147,387,49,335,311,955,0.0892857142857142,AlokaFit,Train
190,Patient00697_Plane3_3_of_7.png,4.681340693879291,568.5,393.5,168,405,972,375,581,692,559,88,697,0.152542372881356,,Train
