index,image_name,scale,center_w,center_h,tad_1_x,tad_1_y,tad_2_x,tad_2_y,apad_1_x,apad_1_y,apad_2_x,apad_2_y,px_to_mm_rate,mm_dist,Algo,SubjectID,Split
122,053_AC.png,5.068933823529412,1103.0,754.0,1206,1160,1273,370,816,738,1627.0,831.0,,,,,Train
109,056_2AC.png,5.441176470588236,1184.0,827.0,1128,1442,1024,97,333,817,1911.0,630.0,,,,,Train
110,058_AC.png,2.9940257352941178,651.5,443.0,773,85,606,792,993,464,328.0,263.0,,,,,Train
111,058_2AC.png,3.0078125,654.5,443.5,576,68,639,752,993,322,222.0,405.0,,,,,Train
63,102_AC.jpeg,2.6608455882352944,579.0,391.0,646,543,630,228,467,381,833.0,373.0,0.143061516452074,,,,Train
64,102_2AC.jpeg,2.6608455882352944,579.0,384.5,645,542,623,226,477,375,833.0,362.0,0.143061516452074,,,,Train
65,105_AC.jpeg,2.702205882352941,588.0,398.5,749,318,372,641,767,640,340.0,344.0,0.0921985815602837,,,,Train
66,105_2AC.jpeg,2.702205882352941,588.0,402.5,758,319,368,643,767,644,339.0,345.0,0.0921985815602837,,,,Train
67,105_3AC.jpeg,2.702205882352941,588.0,389.0,748,621,525,334,454,569,787.0,402.0,0.116129032258065,,,,Train
68,106_AC.jpeg,2.711397058823529,590.0,400.5,531,117,604,549,828,263,370.0,374.0,0.118110236220472,,,,Train
69,106_2AC.jpeg,2.711397058823529,590.0,396.0,534,115,603,551,822,261,369.0,368.0,0.118110236220472,,,,Train
70,107_AC.jpeg,2.711397058823529,590.0,396.0,669,676,650,97,316,403,934.0,424.0,0.0802139037433155,,,,Train
71,107_2AC.jpeg,2.711397058823529,590.0,393.5,666,677,650,98,314,405,927.0,420.0,0.0802139037433155,,,,Train
72,111_AC.jpeg,2.619485294117647,570.0,393.0,517,542,486,240,345,416,687.0,378.0,0.146579804560261,,,,Train
73,111_2AC.jpeg,2.619485294117647,570.0,391.0,508,535,483,240,344,415,687.0,375.0,0.146579804560261,,,,Train
74,112_AC.jpeg,2.619485294117647,570.0,393.0,516,451,591,61,311,219,728.0,283.0,0.108695652173913,,,,Train
75,112_2AC.jpeg,2.619485294117647,570.0,390.0,513,448,588,61,310,217,727.0,282.0,0.108695652173913,,,,Train
78,113_3AC.jpeg,2.578125,561.0,391.5,229,473,430,172,196,225,469.0,409.0,0.133928571428571,,,,Train
79,113_4AC.jpeg,2.578125,561.0,389.5,227,473,430,167,191,222,468.0,407.0,0.133928571428571,,,,Train
76,113_AC.jpeg,2.578125,561.0,387.5,661,526,416,160,367,444,726.0,196.0,0.104166666666667,,,,Train
77,113_2AC.jpeg,2.578125,561.0,386.0,660,527,412,158,367,441,722.0,193.0,0.102739726027397,,,,Train
80,114_AC.jpeg,2.614889705882353,569.0,414.5,522,455,413,259,373,417,573.0,282.0,0.214797136038186,,,,Train
81,114_2AC.jpeg,2.614889705882353,569.0,420.0,520,471,390,227,334,413,581.0,268.0,0.179948586118252,,,,Train
82,114_3AC.jpeg,2.614889705882353,569.0,404.0,639,564,626,175,447,344,842.0,337.0,0.127504553734062,,,,Train
83,114_4AC.jpeg,2.614889705882353,569.0,395.5,634,563,624,176,440,340,846.0,335.0,0.127504553734062,,,,Train
84,120_AC.jpeg,2.0703125,450.5,311.0,421,479,471,78,246,251,649.0,314.0,,,,,Train
85,121_AC.jpeg,2.614889705882353,569.0,405.5,563,243,577,624,756,322,414.0,552.0,0.134529147982063,,,,Train
87,121_3AC.jpeg,2.614889705882353,569.0,393.5,526,244,551,646,747,435,352.0,447.0,0.134228187919463,,,,Train
86,121_2AC.jpeg,2.614889705882353,569.0,388.0,527,241,558,651,748,434,354.0,445.0,0.134228187919463,,,,Train
88,123_AC.jpeg,2.605698529411765,567.0,397.0,475,592,524,8,222,297,834.0,309.0,0.0819672131147541,,,,Train
89,123_2AC.jpeg,2.605698529411765,567.0,392.5,471,603,471,32,184,330,784.0,341.0,0.0803858520900322,,,,Train
90,123_3AC.jpeg,2.605698529411765,567.0,392.5,472,605,497,43,185,313,794.0,322.0,0.0802139037433155,,,,Train
91,125_AC.jpeg,2.0955882352941178,456.0,311.0,529,107,646,411,731,201,443.0,344.0,,,,,Train
92,125_2AC.jpeg,2.0955882352941178,456.0,312.5,470,99,557,414,663,199,365.0,331.0,,,,,Train
93,125_3AC.jpeg,2.0955882352941178,456.0,313.5,457,103,564,412,666,205,374.0,344.0,0.0165016501650165,,,,Train
94,125_4AC.jpeg,2.0955882352941178,456.0,312.0,454,99,558,419,664,203,374.0,341.0,0.0165016501650165,,,,Train
95,125_5AC.jpeg,2.0955882352941178,456.0,315.0,414,135,555,437,621,214,357.0,382.0,0.0212314225053079,,,,Train
96,201_AC.jpeg,2.624080882352941,571.0,399.5,725,591,506,135,341,445,884.0,266.0,0.0903614457831325,,,,Train
97,201_2AC.jpeg,2.653952205882353,577.5,395.0,741,588,521,128,357,432,905.0,253.0,0.090293453724605,,,,Train
98,202_AC.jpeg,2.690716911764706,585.5,386.5,562,579,589,45,317,310,908.0,319.0,0.084985835694051,,,,Train
99,202_2AC.jpeg,2.683823529411765,584.0,396.0,567,595,592,49,307,319,908.0,337.0,0.084985835694051,,,,Train
100,205_AC.jpeg,2.6608455882352944,579.0,394.0,356,239,964,473,782,109,551.0,663.0,0.0795755968169761,,,,Train
101,205_2AC.jpeg,2.690716911764706,585.5,399.0,968,479,354,239,562,676,793.0,117.0,0.0795755968169761,,,,Train
102,207_AC.jpeg,2.690716911764706,585.5,390.0,709,452,619,142,542,349,814.0,227.0,0.14367816091954,,,,Train
103,207_2AC.jpeg,2.725183823529412,593.0,399.5,731,445,643,128,564,330,844.0,216.0,0.14367816091954,,,,Train
104,208_AC.jpeg,2.7090992647058822,589.5,393.5,444,185,521,536,694,308,326.0,374.0,0.133079847908745,,,,Train
105,208_2AC.jpeg,2.690716911764706,585.5,391.5,435,178,522,530,693,304,318.0,366.0,0.133079847908745,,,,Train
