index,image_name,scale,center_w,center_h,tad_1_x,tad_1_y,tad_2_x,tad_2_y,apad_1_x,apad_1_y,apad_2_x,apad_2_y,px_to_mm_rate,mm_dist,Algo,SubjectID,Split
39,105_AC.jpeg,2.702205882,588,398.5,749,318,372,641,767,640,340,344,0.092198582,,,,Train
40,105_2AC.jpeg,2.702205882,588,402.5,758,319,368,643,767,644,339,345,0.092198582,,,,Train
41,105_3AC.jpeg,2.702205882,588,389,748,621,525,334,454,569,787,402,0.116129032,,,,Train
42,106_AC.jpeg,2.711397059,590,400.5,531,117,604,549,828,263,370,374,0.118110236,,,,Train
43,106_2AC.jpeg,2.711397059,590,396,534,115,603,551,822,261,369,368,0.118110236,,,,Train
44,107_AC.jpeg,2.711397059,590,396,669,676,650,97,316,403,934,424,0.080213904,,,,Train
45,107_2AC.jpeg,2.711397059,590,393.5,666,677,650,98,314,405,927,420,0.080213904,,,,Train
46,111_AC.jpeg,2.619485294,570,393,517,542,486,240,345,416,687,378,0.146579805,,,,Train
47,111_2AC.jpeg,2.619485294,570,391,508,535,483,240,344,415,687,375,0.146579805,,,,Train
48,112_AC.jpeg,2.619485294,570,393,516,451,591,61,311,219,728,283,0.108695652,,,,Train
49,112_2AC.jpeg,2.619485294,570,390,513,448,588,61,310,217,727,282,0.108695652,,,,Train
50,113_AC.jpeg,2.578125,561,387.5,661,526,416,160,367,444,726,196,0.104166667,,,,Train
51,113_2AC.jpeg,2.578125,561,386,660,527,412,158,367,441,722,193,0.102739726,,,,Train
52,113_3AC.jpeg,2.578125,561,391.5,229,473,430,172,196,225,469,409,0.133928571,,,,Train
53,113_4AC.jpeg,2.578125,561,389.5,227,473,430,167,191,222,468,407,0.133928571,,,,Train
54,114_AC.jpeg,2.614889706,569,414.5,522,455,413,259,373,417,573,282,0.214797136,,,,Train
55,114_2AC.jpeg,2.614889706,569,420,520,471,390,227,334,413,581,268,0.179948586,,,,Train
56,114_3AC.jpeg,2.614889706,569,404,639,564,626,175,447,344,842,337,0.127504554,,,,Train
57,114_4AC.jpeg,2.614889706,569,395.5,634,563,624,176,440,340,846,335,0.127504554,,,,Train
58,121_AC.jpeg,2.614889706,569,405.5,563,243,577,624,756,322,414,552,0.134529148,,,,Train
59,121_2AC.jpeg,2.614889706,569,388,527,241,558,651,748,434,354,445,0.134228188,,,,Train
60,121_3AC.jpeg,2.614889706,569,393.5,526,244,551,646,747,435,352,447,0.134228188,,,,Train
61,123_AC.jpeg,2.605698529,567,397,475,592,524,8,222,297,834,309,0.081967213,,,,Train
62,123_2AC.jpeg,2.605698529,567,392.5,471,603,471,32,184,330,784,341,0.080385852,,,,Train
63,123_3AC.jpeg,2.605698529,567,392.5,472,605,497,43,185,313,794,322,0.080213904,,,,Train
64,125_3AC.jpeg,2.095588235,456,313.5,457,103,564,412,666,205,374,344,0.01650165,,,,Train
65,125_4AC.jpeg,2.095588235,456,312,454,99,558,419,664,203,374,341,0.01650165,,,,Train
66,125_5AC.jpeg,2.095588235,456,315,414,135,555,437,621,214,357,382,0.021231423,,,,Train
67,201_AC.jpeg,2.624080882,571,399.5,725,591,506,135,341,445,884,266,0.090361446,,,,Train
68,201_2AC.jpeg,2.653952206,577.5,395,741,588,521,128,357,432,905,253,0.090293454,,,,Train
69,202_AC.jpeg,2.690716912,585.5,386.5,562,579,589,45,317,310,908,319,0.084985836,,,,Train
70,202_2AC.jpeg,2.683823529,584,396,567,595,592,49,307,319,908,337,0.084985836,,,,Train
71,205_AC.jpeg,2.660845588,579,394,356,239,964,473,782,109,551,663,0.079575597,,,,Train
72,205_2AC.jpeg,2.690716912,585.5,399,968,479,354,239,562,676,793,117,0.079575597,,,,Train
73,207_AC.jpeg,2.690716912,585.5,390,709,452,619,142,542,349,814,227,0.143678161,,,,Train
74,207_2AC.jpeg,2.725183824,593,399.5,731,445,643,128,564,330,844,216,0.143678161,,,,Train
75,208_AC.jpeg,2.709099265,589.5,393.5,444,185,521,536,694,308,326,374,0.133079848,,,,Train
76,208_2AC.jpeg,2.690716912,585.5,391.5,435,178,522,530,693,304,318,366,0.133079848,,,,Train
77,009_3AC.jpeg,2.205882353,480,360,470,451,487,224,354,309,592,329,0.231481481,,,,Test
78,005_4AC.jpeg,2.205882353,480,360,530,461,484,135,340,311,666,275,0.143737166,,,,Test
79,006_2AC.jpeg,2.205882353,480,360,422,630,459,182,195,364,696,441,0.13803681,,,,Test
80,006_3AC.jpeg,2.205882353,480,360,452,656,448,134,152,360,743,385,0.116959064,,,,Test
81,007_2AC.jpeg,2.205882353,480,360,555,170,388,653,731,483,217,313,0.145547945,,,,Test
82,004_AC.jpg,2.205882353,480,360,481,464,591,246,436,300,649,409,0.211726384,,,,Test
83,005_AC.jpg,2.205882353,480,360,366,530,605,140,266,211,640,441,0.139146568,,,,Test
84,005_2AC.jpeg,2.205882353,480,360,358,115,383,644,653,359,108,414,0.115248227,,,,Test
85,005_3AC.jpeg,2.205882353,480,360,408,311,528,555,601,357,349,507,0.266666667,,,,Test
86,005_6AC.jpeg,2.205882353,480,360,476,249,634,558,694,325,401,483,0.211267606,,,,Test
87,005_7AC.jpeg,2.205882353,480,360,535,548,569,203,339,315,718,384,0.211267606,,,,Test
88,005_8AC.jpeg,2.205882353,480,360,536,548,570,205,341,316,718,384,0.211267606,,,,Test
89,005_9AC.jpeg,2.205882353,480,360,486,592,564,242,334,338,698,486,0.211267606,,,,Test
90,005_10AC.jpeg,2.610294118,568,426,438,656,592,177,263,286,774,490,0.164285714,,,,Test
91,005_11AC.jpeg,2.610294118,568,426,445,729,584,134,228,317,799,522,0.143603133,,,,Test
92,005_12AC.jpeg,2.610294118,568,426,308,232,809,448,706,132,455,600,0.172651934,,,,Test
93,005_13AC.jpeg,2.205882353,480,360,424,303,585,555,636,334,380,495,0.266666667,,,,Test
94,005_14AC.jpeg,2.205882353,480,360,425,301,586,554,638,333,375,496,0.266666667,,,,Test
95,006_AC.jpeg,2.205882353,480,360,490,672,387,198,218,493,684,418,0.134575569,,,,Test
96,007_AC.jpeg,2.205882353,480,360,489,655,511,185,218,417,713,432,0.197594502,,,,Test
97,009_AC.jpeg,2.205882353,480,360,575,545,523,292,423,400,678,401,0.211267606,,,,Test
98,009_2AC.jpeg,2.205882353,480,360,583,546,532,283,419,403,686,395,0.211267606,,,,Test
