image_name,scale,center_w,center_h,fl_1_x,fl_1_y,fl_2_x,fl_2_y,px_to_mm_rate,mm_dist,Patient,Split,Algo
035_FL.png,2.4034926470588243,523.0,397.5,697,251,202,244,,,,Train,
047_FL.png,5.533088235294118,1204.0,782.0,1408,550,945,545,,,,Train,
047_2FL.png,5.579044117647059,1214.0,791.0,1358,467,814,409,,,,Train,
050_FL.png,5.4733455882352935,1191.0,819.0,1303,609,431,573,,,,Train,
054_FL.png,4.944852941176472,1076.0,751.0,1502,219,873,68,,,,Train,
056_FL.png,5.441176470588236,1184.0,808.0,1762,454,711,533,,,,Train,
101_FL.jpeg,2.7045036764705883,588.5,396.0,569,312,370,306,0.155228758169935,,,Train,
101_2FL.jpeg,2.7205882352941178,592.0,386.5,574,303,370,299,0.155228758169935,,,Train,
102_FL.jpeg,2.6608455882352944,579.0,391.0,442,263,278,270,0.19174041297935104,,,Train,
102_2FL.jpeg,2.6608455882352944,579.0,393.0,444,262,282,272,0.19174041297935104,,,Train,
103_FL.jpeg,2.711397058823529,590.0,390.5,724,199,495,232,0.17705382436260605,,,Train,
103_2FL.jpeg,2.711397058823529,590.0,392.0,727,202,504,230,0.17705382436260605,,,Train,
104_FL.jpeg,2.711397058823529,590.0,400.0,793,453,598,309,0.124031007751938,,,Train,
104_2FL.jpeg,2.711397058823529,590.0,394.5,801,458,595,309,0.124031007751938,,,Train,
105_FL.jpeg,2.702205882352941,588.0,391.0,628,213,359,268,0.104166666666667,,,Train,
105_2FL.jpeg,2.702205882352941,588.0,384.5,639,211,358,270,0.104166666666667,,,Train,
105_3FL.jpeg,2.702205882352941,588.0,400.5,874,385,511,309,0.07772020725388601,,,Train,
105_4FL.jpeg,2.702205882352941,588.0,399.5,869,392,511,310,0.07772020725388601,,,Train,
106_FL.jpeg,2.711397058823529,590.0,395.5,669,204,394,182,0.115546218487395,,,Train,
106_2FL.jpeg,2.711397058823529,590.0,397.0,675,204,399,186,0.115546218487395,,,Train,
107_FL.jpeg,2.711397058823529,590.0,398.0,753,280,299,234,0.0710227272727273,,,Train,
107_2FL.jpeg,2.711397058823529,590.0,390.0,759,280,302,235,0.0710227272727273,,,Train,
111_FL.jpeg,2.619485294117647,570.0,433.5,786,335,467,213,0.0952380952380952,,,Train,
111_2FL.jpeg,2.619485294117647,570.0,395.5,812,328,435,178,0.0806451612903226,,,Train,
112_FL.jpeg,2.619485294117647,570.0,395.0,882,260,533,284,0.0961538461538462,,,Train,
112_2FL.jpeg,2.619485294117647,570.0,395.0,882,260,533,284,0.0961538461538462,,,Train,
113_FL.jpeg,2.578125,561.0,394.0,632,124,322,136,0.0974025974025974,,,Train,
113_2FL.jpeg,2.578125,561.0,388.5,623,122,318,134,0.0974025974025974,,,Train,
114_FL.jpeg,2.614889705882353,569.0,420.0,722,216,531,177,0.164835164835165,,,Train,
114_2FL.jpeg,2.614889705882353,569.0,382.5,726,218,533,179,0.164835164835165,,,Train,
121_FL.jpeg,2.614889705882353,569.0,409.0,634,319,379,351,0.134228187919463,,,Train,
121_3FL.jpeg,2.614889705882353,569.0,410.0,559,295,303,312,0.13368983957219302,,,Train,
121_4FL.jpeg,2.614889705882353,569.0,409.0,543,272,201,298,0.101214574898785,,,Train,
121_5FL.jpeg,2.614889705882353,569.0,413.5,757,283,416,308,0.100286532951289,,,Train,
121_2FL.jpeg,2.614889705882353,569.0,391.5,763,276,408,304,0.100286532951289,,,Train,
123_FL.jpeg,2.605698529411765,567.0,407.5,644,325,161,301,0.0649350649350649,,,Train,
123_2FL.jpeg,2.605698529411765,567.0,408.5,996,198,459,280,0.0574712643678161,,,Train,
123_3FL.jpeg,2.605698529411765,567.0,394.5,963,188,416,273,0.0574712643678161,,,Train,
123_4FL.jpeg,2.605698529411765,567.0,392.5,968,186,426,274,0.0574712643678161,,,Train,
125_FL.jpeg,2.0955882352941178,456.0,307.0,678,172,370,189,,,,Train,
201_FL.jpeg,2.683823529411765,584.0,383.5,800,317,444,265,0.0864779874213836,,,Train,
201_2FL.jpeg,2.649356617647059,576.5,388.0,801,307,436,266,0.0864779874213836,,,Train,
204_FL.jpeg,2.7090992647058822,589.5,360.0,684,174,370,312,0.0980392156862745,,,Train,
204_2FL.jpeg,2.7159926470588243,591.0,394.5,684,196,371,338,0.0980392156862745,,,Train,
205_FL.jpeg,2.653952205882353,577.5,396.0,738,229,333,268,0.078740157480315,,,Train,
205_2FL.jpeg,2.6677389705882355,580.5,399.5,759,224,345,263,0.078740157480315,,,Train,
206_FL.jpeg,2.672334558823529,581.5,393.0,723,157,289,287,0.0685975609756098,,,Train,
206_2FL.jpeg,2.6677389705882355,580.5,396.0,722,161,282,299,0.0685975609756098,,,Train,
207_FL.jpeg,2.649356617647059,576.5,400.0,724,262,272,146,0.0715307582260372,,,Train,
207_2FL.jpeg,2.672334558823529,581.5,395.0,732,245,285,129,0.0715307582260372,,,Train,
