index,image_name,scale,center_w,center_h,fl_1_x,fl_1_y,fl_2_x,fl_2_y,px_to_mm_rate,mm_dist,Patient,Split,Algo
91,Patient00775_Plane5_1_of_1.png,2.20818014705882,480.5,331.5,188,174,763,279,0.109289617486339,5.0,775.0,Train,
92,Patient00776_Plane5_1_of_1.png,2.61259191176471,568.5,393.5,317,396,1015,302,0.0967741935483871,5.0,776.0,Train,
97,Patient00789_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,344,162,478,160,0.125,0.0,789.0,Train,AlokaFit
98,Patient00789_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,335,219,447,270,0.125,0.0,789.0,Train,AlokaFit
99,Patient00790_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,326,244,683,134,0.0856164383561644,5.0,790.0,Train,
100,Patient00792_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,220,136,532,124,0.1111111111111111,0.0,792.0,Train,AlokaFit
101,Patient00794_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,83,205,549,106,0.1388888888888889,0.0,794.0,Train,AlokaFit
102,Patient00795_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,176,101,551,123,0.0892857142857142,0.0,795.0,Train,AlokaFit
103,Patient00795_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,146,169,307,222,0.1136363636363636,0.0,795.0,Train,AlokaFit
104,Patient00797_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,153,104,477,165,0.1063829787234043,0.0,797.0,Train,AlokaFit
105,Patient00798_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,97,110,508,283,0.1515151515151515,0.0,798.0,Train,AlokaFit
106,Patient00801_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,143,114,621,245,0.100806451612903,5.0,801.0,Train,
109,Patient00809_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,193,105,506,169,0.0943396226415094,0.0,809.0,Train,AlokaFit
110,Patient00810_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,166,159,484,116,0.0943396226415094,0.0,810.0,Train,AlokaFit
111,Patient00811_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,137,92,569,149,0.125,0.0,811.0,Train,AlokaFit
112,Patient00812_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,196,186,518,114,0.1388888888888889,0.0,812.0,Train,AlokaFit
113,Patient00813_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,197,146,506,199,0.1063829787234043,0.0,813.0,Train,AlokaFit
114,Patient00814_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,186,117,572,204,0.1388888888888889,0.0,814.0,Train,AlokaFit
115,Patient00815_Plane5_1_of_1.png,2.61259191176471,568.5,393.5,274,257,854,582,0.0929752066115702,5.0,815.0,Train,
116,Patient00816_Plane5_1_of_1.png,3.43520220588235,747.5,393.5,452,273,958,132,0.123647604327666,5.0,816.0,Train,
118,Patient00826_Plane5_1_of_2.png,2.20358455882353,479.5,330.5,384,150,745,148,0.0887573964497041,5.0,826.0,Train,
119,Patient00826_Plane5_2_of_2.png,2.20358455882353,479.5,330.5,457,390,714,314,0.126582278481013,5.0,826.0,Train,
120,Patient00829_Plane5_3_of_3.png,2.20358455882353,479.5,330.5,367,263,647,145,0.0970873786407767,5.0,829.0,Train,
121,Patient00831_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,213,140,550,157,0.0892857142857142,0.0,831.0,Train,AlokaFit
122,Patient00832_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,161,122,496,130,0.1,0.0,832.0,Train,AlokaFit
123,Patient00832_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,167,126,495,134,0.1,0.0,832.0,Train,AlokaFit
124,Patient00833_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,149,100,549,179,0.0793650793650793,0.0,833.0,Train,AlokaFit
125,Patient00834_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,198,142,464,121,0.1219512195121951,0.0,834.0,Train,AlokaFit
126,Patient00835_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,254,93,524,210,0.1136363636363636,0.0,835.0,Train,AlokaFit
127,Patient00836_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,174,100,538,189,0.081967213114754,0.0,836.0,Train,AlokaFit
128,Patient00837_Plane5_1_of_2.png,2.20818014705882,480.5,331.5,224,253,868,269,0.0923482849604222,5.0,837.0,Train,
129,Patient00837_Plane5_2_of_2.png,2.20818014705882,480.5,331.5,136,302,803,160,0.087719298245614,5.0,837.0,Train,
134,Patient00848_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,326,189,606,270,0.115248226950355,5.0,848.0,Train,
136,Patient00851_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,218,95,519,189,0.1388888888888889,0.0,851.0,Train,AlokaFit
137,Patient00852_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,161,174,501,99,0.1,0.0,852.0,Train,AlokaFit
138,Patient00853_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,115,113,522,179,0.125,0.0,853.0,Train,AlokaFit
139,Patient00854_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,205,91,498,151,0.125,0.0,854.0,Train,AlokaFit
140,Patient00855_Plane5_1_of_3.png,1.47058823529412,320.0,196.0,97,177,497,84,0.25,0.0,855.0,Train,AlokaFit
141,Patient00855_Plane5_2_of_3.png,1.47058823529412,320.0,196.0,105,168,506,93,0.25,0.0,855.0,Train,AlokaFit
142,Patient00855_Plane5_3_of_3.png,1.47058823529412,320.0,196.0,419,154,578,215,0.0862068965517241,0.0,855.0,Train,AlokaFit
143,Patient00856_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,225,132,524,196,0.1063829787234043,0.0,856.0,Train,AlokaFit
144,Patient00859_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,456,156,738,237,0.1183970856102,5.0,859.0,Train,
147,Patient00867_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,176,168,508,82,0.1136363636363636,0.0,867.0,Train,AlokaFit
148,Patient00869_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,165,98,532,143,0.1136363636363636,0.0,869.0,Train,AlokaFit
149,Patient00870_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,143,165,520,88,0.1388888888888889,0.0,870.0,Train,AlokaFit
150,Patient00871_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,146,158,455,66,0.1063829787234043,0.0,871.0,Train,AlokaFit
151,Patient00872_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,139,202,422,98,0.1063829787234043,0.0,872.0,Train,AlokaFit
152,Patient00873_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,212,75,499,101,0.1111111111111111,0.0,873.0,Train,AlokaFit
153,Patient00874_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,149,165,455,140,0.1515151515151515,0.0,874.0,Train,AlokaFit
154,Patient00879_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,291,106,639,126,0.0970873786407767,5.0,879.0,Train,
157,Patient00888_Plane5_1_of_1.png,1.70036764705882,370.0,224.0,239,192,580,73,,0.0,888.0,Train,
158,Patient00890_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,185,110,555,185,0.0892857142857142,0.0,890.0,Train,AlokaFit
159,Patient00890_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,167,279,280,210,0.1136363636363636,0.0,890.0,Train,AlokaFit
160,Patient00891_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,224,73,533,114,0.1515151515151515,0.0,891.0,Train,AlokaFit
161,Patient00892_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,168,145,473,106,0.1063829787234043,0.0,892.0,Train,AlokaFit
162,Patient00893_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,220,148,504,67,0.1063829787234043,0.0,893.0,Train,AlokaFit
166,Patient00905_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,345,403,588,187,0.0961538461538462,5.0,905.0,Train,
167,Patient00906_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,156,91,443,120,0.1111111111111111,0.0,906.0,Train,AlokaFit
168,Patient00906_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,154,92,446,122,0.1111111111111111,0.0,906.0,Train,AlokaFit
169,Patient00907_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,174,127,553,133,0.0793650793650793,0.0,907.0,Train,AlokaFit
170,Patient00907_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,435,67,575,122,0.1,0.0,907.0,Train,AlokaFit
171,Patient00909_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,199,152,582,214,0.1515151515151515,0.0,909.0,Train,AlokaFit
172,Patient00909_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,205,143,582,214,0.1515151515151515,0.0,909.0,Train,AlokaFit
173,Patient00910_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,127,97,486,152,0.1,0.0,910.0,Train,AlokaFit
174,Patient00911_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,124,186,542,79,0.1388888888888889,0.0,911.0,Train,AlokaFit
176,Patient00919_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,244,72,584,108,0.100334448160535,5.0,919.0,Train,
177,Patient00922_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,145,159,476,80,0.1428571428571428,0.0,922.0,Train,AlokaFit
178,Patient00923_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,221,160,551,160,0.1,0.0,923.0,Train,AlokaFit
179,Patient00924_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,188,102,483,54,0.1136363636363636,0.0,924.0,Train,AlokaFit
180,Patient00925_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,107,118,473,97,0.0862068965517241,0.0,925.0,Train,AlokaFit
181,Patient00926_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,167,106,536,145,0.1388888888888889,0.0,926.0,Train,AlokaFit
182,Patient00927_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,159,139,530,92,0.0793650793650793,0.0,927.0,Train,AlokaFit
183,Patient00928_Plane5_1_of_1.png,2.20818014705882,480.5,331.5,262,280,793,310,0.119453924914676,5.0,928.0,Train,
189,Patient00937_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,375,90,545,89,0.0892857142857142,0.0,937.0,Train,AlokaFit
190,Patient00937_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,166,138,557,101,0.0892857142857142,0.0,937.0,Train,AlokaFit
191,Patient00943_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,221,222,516,354,0.0886075949367089,5.0,943.0,Train,
194,Patient00950_Plane5_1_of_2.png,2.20358455882353,479.5,330.5,275,174,640,222,0.107913669064748,5.0,950.0,Train,
195,Patient00950_Plane5_2_of_2.png,2.20358455882353,479.5,330.5,363,141,699,70,0.104333868378812,5.0,950.0,Train,
196,Patient00952_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,191,179,557,107,0.0862068965517241,0.0,952.0,Train,AlokaFit
197,Patient00953_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,215,105,584,168,0.1515151515151515,0.0,953.0,Train,AlokaFit
198,Patient00954_Plane5_1_of_3.png,1.47058823529412,320.0,196.0,284,87,520,131,0.125,0.0,954.0,Train,AlokaFit
199,Patient00954_Plane5_2_of_3.png,1.47058823529412,320.0,196.0,183,173,297,237,0.1,0.0,954.0,Train,AlokaFit
200,Patient00954_Plane5_3_of_3.png,1.47058823529412,320.0,196.0,200,140,325,200,0.1,0.0,954.0,Train,AlokaFit
201,Patient00955_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,184,86,439,80,0.125,0.0,955.0,Train,AlokaFit
202,Patient00956_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,162,132,442,178,0.1,0.0,956.0,Train,AlokaFit
205,Patient00960_Plane5_1_of_1.png,2.61259191176471,568.5,393.5,363,413,977,297,0.110294117647059,5.0,960.0,Train,
206,Patient00961_Plane5_1_of_1.png,2.20818014705882,480.5,331.5,167,409,779,369,0.105042016806723,5.0,961.0,Train,
211,Patient00972_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,164,118,508,160,0.1,0.0,972.0,Train,AlokaFit
212,Patient00972_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,192,145,335,61,0.1,0.0,972.0,Train,AlokaFit
213,Patient00973_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,140,182,484,79,0.081967213114754,0.0,973.0,Train,AlokaFit
214,Patient00975_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,105,90,574,119,0.2941176470588235,0.0,975.0,Train,AlokaFit
215,Patient00976_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,222,131,594,155,0.1388888888888889,0.0,976.0,Train,AlokaFit
216,Patient00981_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,432,378,768,430,0.108173076923077,5.0,981.0,Train,
217,Patient00982_Plane5_3_of_3.png,2.20358455882353,479.5,330.5,377,132,660,149,0.115207373271889,5.0,982.0,Train,
222,Patient00988_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,103,153,585,109,0.1388888888888889,0.0,988.0,Train,AlokaFit
223,Patient00995_Plane5_3_of_3.png,2.20358455882353,479.5,330.5,412,195,664,240,0.130434782608696,5.0,995.0,Train,
224,Patient00996_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,246,271,708,203,0.124777183600713,5.0,996.0,Train,
227,Patient01000_Plane5_1_of_3.png,2.20358455882353,479.5,330.5,299,238,684,156,0.100502512562814,5.0,1000.0,Train,
228,Patient01000_Plane5_3_of_3.png,2.20358455882353,479.5,330.5,428,211,680,152,0.158862876254181,5.0,1000.0,Train,
229,Patient01001_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,349,310,720,186,0.0886524822695035,5.0,1001.0,Train,
232,Patient01006_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,175,112,504,114,0.1,0.0,1006.0,Train,AlokaFit
233,Patient01008_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,249,79,579,107,0.125,0.0,1008.0,Train,AlokaFit
234,Patient01009_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,186,101,544,102,0.0943396226415094,0.0,1009.0,Train,AlokaFit
235,Patient01009_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,124,176,275,84,0.0892857142857142,0.0,1009.0,Train,AlokaFit
236,Patient01010_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,147,129,449,92,0.1,0.0,1010.0,Train,AlokaFit
237,Patient01011_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,202,108,462,137,0.1111111111111111,0.0,1011.0,Train,AlokaFit
238,Patient01011_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,318,107,497,129,0.1515151515151515,0.0,1011.0,Train,AlokaFit
239,Patient01012_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,238,105,571,131,0.0892857142857142,0.0,1012.0,Train,AlokaFit
240,Patient01013_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,125,190,436,91,0.0943396226415094,0.0,1013.0,Train,AlokaFit
243,Patient01018_Plane5_1_of_1.png,2.61259191176471,568.5,393.5,265,373,803,265,0.125698324022346,5.0,1018.0,Train,
244,Patient01019_Plane5_1_of_3.png,2.20358455882353,479.5,330.5,318,170,773,198,0.10377358490566,5.0,1019.0,Train,
245,Patient01019_Plane5_3_of_3.png,2.20358455882353,479.5,330.5,263,115,580,184,0.0918196994991653,5.0,1019.0,Train,
249,Patient01025_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,264,66,612,117,0.0925925925925926,5.0,1025.0,Train,
251,Patient01027_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,272,198,606,202,0.184210526315789,5.0,1027.0,Train,
252,Patient01028_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,251,98,471,125,0.1063829787234043,0.0,1028.0,Train,AlokaFit
253,Patient01029_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,141,180,470,96,0.0892857142857142,0.0,1029.0,Train,AlokaFit
254,Patient01030_Plane5_1_of_3.png,1.47058823529412,320.0,196.0,255,106,523,147,0.1111111111111111,0.0,1030.0,Train,AlokaFit
255,Patient01030_Plane5_2_of_3.png,1.47058823529412,320.0,196.0,256,206,430,201,0.0892857142857142,0.0,1030.0,Train,AlokaFit
256,Patient01030_Plane5_3_of_3.png,1.47058823529412,320.0,196.0,189,183,340,178,0.1063829787234043,0.0,1030.0,Train,AlokaFit
257,Patient01031_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,145,149,442,73,0.1063829787234043,0.0,1031.0,Train,AlokaFit
258,Patient01032_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,188,192,446,92,0.1515151515151515,0.0,1032.0,Train,AlokaFit
259,Patient01033_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,99,222,531,72,0.1388888888888889,0.0,1033.0,Train,AlokaFit
260,Patient01034_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,260,83,536,97,0.1111111111111111,0.0,1034.0,Train,AlokaFit
261,Patient01035_Plane5_1_of_4.png,1.47058823529412,320.0,196.0,204,169,526,102,0.1136363636363636,0.0,1035.0,Train,AlokaFit
262,Patient01035_Plane5_2_of_4.png,1.47058823529412,320.0,196.0,470,174,608,60,0.1136363636363636,0.0,1035.0,Train,AlokaFit
263,Patient01043_Plane5_1_of_2.png,2.20358455882353,479.5,330.5,357,176,717,215,0.0972762645914397,5.0,1043.0,Train,
264,Patient01043_Plane5_2_of_2.png,2.20358455882353,479.5,330.5,269,219,686,158,0.0932203389830508,5.0,1043.0,Train,
265,Patient01045_Plane5_1_of_2.png,2.20358455882353,479.5,330.5,262,91,688,157,0.0759219088937093,5.0,1045.0,Train,
266,Patient01046_Plane5_1_of_3.png,2.20358455882353,479.5,330.5,376,383,674,380,0.107421875,5.0,1046.0,Train,
267,Patient01046_Plane5_2_of_3.png,2.20358455882353,479.5,330.5,430,213,726,266,0.100755667506297,5.0,1046.0,Train,
268,Patient01047_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,158,68,543,93,0.0892857142857142,0.0,1047.0,Train,AlokaFit
269,Patient01048_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,241,95,525,221,0.1,0.0,1048.0,Train,AlokaFit
270,Patient01050_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,206,71,510,127,0.1,0.0,1050.0,Train,AlokaFit
271,Patient01050_Plane5_2_of_2.png,1.47058823529412,320.0,196.0,133,142,263,235,0.1,0.0,1050.0,Train,AlokaFit
272,Patient01051_Plane5_1_of_1.png,2.20818014705882,480.5,331.5,163,275,792,286,0.105042016806723,5.0,1051.0,Train,
273,Patient01052_Plane5_1_of_2.png,2.20818014705882,480.5,331.5,276,255,736,219,0.13719512195122,5.0,1052.0,Train,
274,Patient01052_Plane5_2_of_2.png,2.20818014705882,480.5,331.5,283,254,748,210,0.13719512195122,5.0,1052.0,Train,
275,Patient01055_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,108,220,510,85,0.1515151515151515,0.0,1055.0,Train,AlokaFit
276,Patient01056_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,187,225,476,147,0.1063829787234043,0.0,1056.0,Train,AlokaFit
277,Patient01058_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,210,165,469,159,0.125,0.0,1058.0,Train,AlokaFit
278,Patient01060_Plane5_1_of_2.png,2.20358455882353,479.5,330.5,194,260,586,251,0.0834724540901502,5.0,1060.0,Train,
279,Patient01061_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,194,164,487,149,0.1063829787234043,0.0,1061.0,Train,AlokaFit
280,Patient01062_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,154,124,592,102,0.1136363636363636,0.0,1062.0,Train,AlokaFit
282,Patient01064_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,197,146,598,181,0.0793650793650793,0.0,1064.0,Train,AlokaFit
283,Patient01065_Plane5_1_of_4.png,1.47058823529412,320.0,196.0,197,117,467,187,0.125,0.0,1065.0,Train,AlokaFit
284,Patient01065_Plane5_2_of_4.png,1.47058823529412,320.0,196.0,198,132,458,153,0.125,0.0,1065.0,Train,AlokaFit
285,Patient01065_Plane5_3_of_4.png,1.47058823529412,320.0,196.0,277,219,453,242,0.0892857142857142,0.0,1065.0,Train,AlokaFit
286,Patient01065_Plane5_4_of_4.png,1.47058823529412,320.0,196.0,132,156,296,214,0.1,0.0,1065.0,Train,AlokaFit
287,Patient01068_Plane5_2_of_2.png,2.20358455882353,479.5,330.5,286,206,588,114,0.0971731448763251,5.0,1068.0,Train,
290,Patient01078_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,160,178,487,114,0.1063829787234043,0.0,1078.0,Train,AlokaFit
291,Patient01079_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,222,62,577,144,0.125,0.0,1079.0,Train,AlokaFit
292,Patient01080_Plane5_1_of_2.png,1.47058823529412,320.0,196.0,305,159,433,143,0.1136363636363636,0.0,1080.0,Train,AlokaFit
293,Patient01081_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,167,123,572,146,0.1515151515151515,0.0,1081.0,Train,AlokaFit
296,Patient01092_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,96,169,499,125,0.1515151515151515,0.0,1092.0,Train,AlokaFit
297,Patient01093_Plane5_1_of_1.png,1.47058823529412,320.0,196.0,150,166,540,101,0.0806451612903225,0.0,1093.0,Train,AlokaFit
298,Patient01094_Plane5_4_of_4.png,1.47058823529412,320.0,196.0,306,98,579,75,0.125,0.0,1094.0,Train,AlokaFit
299,Patient01095_Plane5_1_of_1.png,2.20358455882353,479.5,330.5,344,253,780,346,0.142405063291139,5.0,1095.0,Train,
